dataset,date,rows,timestamp
taxi,2020-07-01,4677,2025-11-03T23:42:35Z
taxi,2020-07-02,4824,2025-11-03T23:44:12Z
taxi,2020-07-03,4311,2025-11-03T23:45:52Z
taxi,2020-07-04,3196,2025-11-03T23:47:36Z
taxi,2020-07-05,2936,2025-11-03T23:49:35Z
taxi,2020-07-06,4538,2025-11-03T23:51:47Z
taxi,2020-07-07,4507,2025-11-03T23:54:03Z
taxi,2020-07-08,4328,2025-11-03T23:55:48Z
taxi,2020-07-09,4419,2025-11-03T23:57:39Z
taxi,2020-07-10,4912,2025-11-03T23:59:38Z
taxi,2020-07-11,3579,2025-11-04T00:01:32Z
taxi,2020-07-12,2852,2025-11-04T00:03:32Z
taxi,2020-07-13,4413,2025-11-04T00:05:11Z
taxi,2020-07-14,4298,2025-11-04T00:07:20Z
taxi,2020-07-15,4505,2025-11-04T00:09:17Z
taxi,2020-07-16,4560,2025-11-04T00:10:47Z
taxi,2020-07-17,4958,2025-11-04T00:12:35Z
taxi,2020-07-18,3643,2025-11-04T00:14:30Z
taxi,2020-07-19,2622,2025-11-04T00:16:18Z
taxi,2020-07-20,4445,2025-11-04T00:18:44Z
taxi,2020-07-21,4444,2025-11-04T00:20:42Z
taxi,2020-07-22,4577,2025-11-04T00:22:34Z
taxi,2020-07-23,4625,2025-11-04T00:24:15Z
taxi,2020-07-24,4955,2025-11-04T00:26:07Z
taxi,2020-07-25,3498,2025-11-04T00:27:46Z
taxi,2020-07-26,2794,2025-11-04T00:31:29Z
taxi,2020-07-27,4331,2025-11-04T00:33:08Z
taxi,2020-07-28,4590,2025-11-04T00:35:08Z
taxi,2020-07-29,4518,2025-11-04T00:37:09Z
taxi,2020-07-30,4579,2025-11-04T00:38:58Z
taxi,2020-07-31,5123,2025-11-04T00:41:34Z
taxi,2020-08-01,4011,2025-11-04T00:43:08Z
taxi,2020-08-02,3354,2025-11-04T00:44:55Z
taxi,2020-08-03,5064,2025-11-04T00:46:42Z
taxi,2020-08-04,4842,2025-11-04T00:48:47Z
taxi,2020-08-05,4610,2025-11-04T00:50:32Z
taxi,2020-08-06,5013,2025-11-04T00:52:06Z
taxi,2020-08-07,5303,2025-11-04T00:54:03Z
taxi,2020-08-08,3824,2025-11-04T00:55:56Z
taxi,2020-08-09,3265,2025-11-04T00:57:44Z
taxi,2020-08-10,4444,2025-11-04T00:59:35Z
taxi,2020-08-11,4782,2025-11-04T01:01:14Z
taxi,2020-08-12,4989,2025-11-04T01:03:35Z
taxi,2020-08-13,5064,2025-11-04T01:05:34Z
taxi,2020-08-14,5567,2025-11-04T01:07:38Z
taxi,2020-08-15,3942,2025-11-04T01:09:22Z
taxi,2020-08-16,3220,2025-11-04T01:11:16Z
taxi,2020-08-17,4867,2025-11-04T01:13:08Z
taxi,2020-08-18,4862,2025-11-04T01:14:48Z
taxi,2020-08-19,4932,2025-11-04T01:16:34Z
taxi,2020-08-20,5259,2025-11-04T01:18:28Z
taxi,2020-08-21,5478,2025-11-04T01:20:06Z
taxi,2020-08-22,4093,2025-11-04T01:21:57Z
taxi,2020-08-23,3474,2025-11-04T01:24:10Z
taxi,2020-08-24,5029,2025-11-04T01:26:24Z
taxi,2020-08-25,5071,2025-11-04T01:28:11Z
taxi,2020-08-26,5172,2025-11-04T01:29:53Z
taxi,2020-08-27,5440,2025-11-04T01:31:50Z
taxi,2020-08-28,5645,2025-11-04T01:33:33Z
taxi,2020-08-29,3913,2025-11-04T01:35:06Z
taxi,2020-08-30,3274,2025-11-04T01:37:08Z
taxi,2020-08-31,5076,2025-11-04T01:39:14Z
taxi,2020-09-01,5583,2025-11-04T01:40:50Z
taxi,2020-09-02,5429,2025-11-04T01:42:44Z
taxi,2020-09-03,6138,2025-11-04T01:44:30Z
taxi,2020-09-04,6505,2025-11-04T01:46:09Z
taxi,2020-09-05,4629,2025-11-04T01:48:12Z
taxi,2020-09-06,3732,2025-11-04T01:50:00Z
taxi,2020-09-07,3826,2025-11-04T01:51:52Z
taxi,2020-09-08,5859,2025-11-04T01:53:54Z
taxi,2020-09-09,5650,2025-11-04T01:55:50Z
taxi,2020-09-10,6009,2025-11-04T01:57:43Z
taxi,2020-09-11,6162,2025-11-04T01:59:14Z
taxi,2020-09-12,3967,2025-11-04T02:01:12Z
taxi,2020-09-13,3645,2025-11-04T02:02:50Z
taxi,2020-09-14,5559,2025-11-04T02:04:39Z
taxi,2020-09-15,5826,2025-11-04T02:06:51Z
taxi,2020-09-16,6001,2025-11-04T02:09:04Z
taxi,2020-09-17,5997,2025-11-04T02:11:04Z
taxi,2020-09-18,6566,2025-11-04T02:12:42Z
taxi,2020-09-19,4772,2025-11-04T02:14:39Z
taxi,2020-09-20,3830,2025-11-04T02:16:31Z
taxi,2020-09-21,5900,2025-11-04T02:18:21Z
taxi,2020-09-22,5853,2025-11-04T02:20:28Z
taxi,2020-09-23,5911,2025-11-04T02:22:31Z
taxi,2020-09-24,6330,2025-11-04T02:24:43Z
taxi,2020-09-25,6717,2025-11-04T02:26:35Z
taxi,2020-09-26,4828,2025-11-04T02:28:51Z
taxi,2020-09-27,3897,2025-11-04T02:31:00Z
taxi,2020-09-28,5835,2025-11-04T02:32:48Z
taxi,2020-09-29,5884,2025-11-04T02:34:33Z
