dataset,date,rows,timestamp
taxi,2021-04-01,8554,2025-11-04T11:01:34Z
taxi,2021-04-02,8507,2025-11-04T11:03:14Z
taxi,2021-04-03,6565,2025-11-04T11:05:31Z
taxi,2021-04-04,5644,2025-11-04T11:07:18Z
taxi,2021-04-05,7744,2025-11-04T11:09:18Z
taxi,2021-04-06,7870,2025-11-04T11:10:53Z
taxi,2021-04-07,7616,2025-11-04T11:12:45Z
taxi,2021-04-08,8404,2025-11-04T11:14:18Z
taxi,2021-04-09,8595,2025-11-04T11:16:34Z
taxi,2021-04-10,6435,2025-11-04T11:18:39Z
taxi,2021-04-11,5436,2025-11-04T11:20:33Z
taxi,2021-04-12,8231,2025-11-04T11:22:03Z
taxi,2021-04-13,7882,2025-11-04T11:24:08Z
taxi,2021-04-14,7751,2025-11-04T11:25:34Z
taxi,2021-04-15,8408,2025-11-04T11:27:14Z
taxi,2021-04-16,9084,2025-11-04T11:28:57Z
taxi,2021-04-17,6752,2025-11-04T11:31:00Z
taxi,2021-04-18,5536,2025-11-04T11:32:39Z
taxi,2021-04-19,8068,2025-11-04T11:34:32Z
taxi,2021-04-20,7663,2025-11-04T11:36:28Z
taxi,2021-04-21,7568,2025-11-04T11:38:16Z
taxi,2021-04-22,8505,2025-11-04T11:40:19Z
taxi,2021-04-23,9011,2025-11-04T11:42:17Z
taxi,2021-04-24,6558,2025-11-04T11:43:57Z
taxi,2021-04-25,5792,2025-11-04T11:45:45Z
taxi,2021-04-26,8190,2025-11-04T11:47:52Z
taxi,2021-04-27,8295,2025-11-04T11:49:48Z
taxi,2021-04-28,7929,2025-11-04T11:51:15Z
taxi,2021-04-29,8552,2025-11-04T11:53:24Z
taxi,2021-04-30,9449,2025-11-04T11:55:12Z
taxi,2021-05-01,7632,2025-11-04T11:57:28Z
taxi,2021-05-02,6657,2025-11-04T11:59:04Z
taxi,2021-05-03,8762,2025-11-04T12:01:17Z
taxi,2021-05-04,8246,2025-11-04T12:03:03Z
taxi,2021-05-05,8594,2025-11-04T12:05:15Z
taxi,2021-05-06,9285,2025-11-04T12:07:34Z
taxi,2021-05-07,10030,2025-11-04T12:10:30Z
taxi,2021-05-08,8068,2025-11-04T12:12:19Z
taxi,2021-05-09,6372,2025-11-04T12:14:00Z
taxi,2021-05-10,8631,2025-11-04T12:15:54Z
taxi,2021-05-11,8408,2025-11-04T12:17:39Z
taxi,2021-05-12,8331,2025-11-04T12:19:16Z
taxi,2021-05-13,8435,2025-11-04T12:21:54Z
taxi,2021-05-14,10294,2025-11-04T12:23:59Z
taxi,2021-05-15,7757,2025-11-04T12:25:39Z
taxi,2021-05-16,6931,2025-11-04T12:27:28Z
taxi,2021-05-17,9156,2025-11-04T12:29:14Z
taxi,2021-05-18,8831,2025-11-04T12:31:18Z
taxi,2021-05-19,9032,2025-11-04T12:33:21Z
taxi,2021-05-20,9765,2025-11-04T12:35:29Z
taxi,2021-05-21,10494,2025-11-04T12:37:26Z
taxi,2021-05-22,8959,2025-11-04T12:39:12Z
taxi,2021-05-23,7293,2025-11-04T12:41:13Z
taxi,2021-05-24,9180,2025-11-04T12:42:56Z
taxi,2021-05-25,9195,2025-11-04T12:45:10Z
taxi,2021-05-26,9226,2025-11-04T12:51:54Z
taxi,2021-05-27,10060,2025-11-04T12:53:42Z
taxi,2021-05-28,11143,2025-11-04T12:55:17Z
taxi,2021-05-29,8799,2025-11-04T12:57:01Z
taxi,2021-05-30,8221,2025-11-04T12:59:02Z
taxi,2021-05-31,7980,2025-11-04T13:01:22Z
taxi,2021-06-01,10194,2025-11-04T13:03:53Z
taxi,2021-06-02,9437,2025-11-04T13:06:59Z
taxi,2021-06-03,10451,2025-11-04T13:09:13Z
taxi,2021-06-04,11514,2025-11-04T13:11:18Z
taxi,2021-06-05,9462,2025-11-04T13:13:06Z
taxi,2021-06-06,8376,2025-11-04T13:15:00Z
taxi,2021-06-07,10332,2025-11-04T13:16:54Z
taxi,2021-06-08,10190,2025-11-04T13:19:07Z
taxi,2021-06-09,10573,2025-11-04T13:21:21Z
taxi,2021-06-11,13716,2025-11-04T13:25:14Z
taxi,2021-06-12,11159,2025-11-04T13:27:08Z
taxi,2021-06-13,9829,2025-11-04T13:28:54Z
taxi,2021-06-14,11178,2025-11-04T13:30:21Z
taxi,2021-06-15,10706,2025-11-04T13:32:34Z
taxi,2021-06-16,11233,2025-11-04T13:34:15Z
taxi,2021-06-17,12431,2025-11-04T13:35:46Z
