date,permits_count,timestamp
2022-05-25,0,2025-11-05T23:02:21Z [FAILED]
2022-05-26,0,2025-11-05T23:03:58Z [FAILED]
2022-05-27,0,2025-11-05T23:05:25Z [FAILED]
2022-05-28,0,2025-11-05T23:07:06Z [FAILED]
2022-05-29,0,2025-11-05T23:08:20Z [FAILED]
2022-05-30,0,2025-11-05T23:10:09Z [FAILED]
2022-05-31,0,2025-11-05T23:11:33Z [FAILED]
2022-06-01,0,2025-11-05T23:13:28Z [FAILED]
2022-06-02,0,2025-11-05T23:15:05Z [FAILED]
2022-06-03,0,2025-11-05T23:16:40Z [FAILED]
2022-06-04,0,2025-11-05T23:18:08Z [FAILED]
2022-06-05,0,2025-11-05T23:19:23Z [FAILED]
2022-06-06,0,2025-11-05T23:21:30Z [FAILED]
2022-06-07,0,2025-11-05T23:22:57Z [FAILED]
2022-06-08,0,2025-11-05T23:24:10Z [FAILED]
2022-06-09,0,2025-11-05T23:25:34Z [FAILED]
2022-06-10,0,2025-11-05T23:26:58Z [FAILED]
2022-06-11,0,2025-11-05T23:28:23Z [FAILED]
2022-06-12,0,2025-11-05T23:29:37Z [FAILED]
2022-06-13,0,2025-11-05T23:31:14Z [FAILED]
2022-06-14,0,2025-11-05T23:32:49Z [FAILED]
2022-06-15,0,2025-11-05T23:34:06Z [FAILED]
2022-06-16,0,2025-11-05T23:35:37Z [FAILED]
2022-06-17,0,2025-11-05T23:36:59Z [FAILED]
2022-06-18,0,2025-11-05T23:38:36Z [FAILED]
2022-06-19,0,2025-11-05T23:40:29Z [FAILED]
2022-06-20,0,2025-11-05T23:42:14Z [FAILED]
2022-06-21,0,2025-11-05T23:43:53Z [FAILED]
2022-06-22,0,2025-11-05T23:45:38Z [FAILED]
2022-06-23,0,2025-11-05T23:47:25Z [FAILED]
2022-06-24,0,2025-11-05T23:49:28Z [FAILED]
2022-06-25,0,2025-11-05T23:50:50Z [FAILED]
2022-06-26,0,2025-11-05T23:52:27Z [FAILED]
2022-06-27,0,2025-11-05T23:54:04Z [FAILED]
2022-06-28,0,2025-11-05T23:55:18Z [FAILED]
2022-06-29,0,2025-11-05T23:56:36Z [FAILED]
2022-06-30,0,2025-11-05T23:58:03Z [FAILED]
2022-07-01,0,2025-11-05T23:59:28Z [FAILED]
2022-07-02,0,2025-11-06T00:00:53Z [FAILED]
2022-07-03,0,2025-11-06T00:02:29Z [FAILED]
2022-07-04,0,2025-11-06T00:03:58Z [FAILED]
2022-07-05,0,2025-11-06T00:05:35Z [FAILED]
2022-07-06,0,2025-11-06T00:07:10Z [FAILED]
