date,permits_count,timestamp
2021-04-24,0,2025-11-05T20:45:05Z [FAILED]
2021-04-25,0,2025-11-05T20:46:46Z [FAILED]
2021-04-26,0,2025-11-05T20:48:49Z [FAILED]
2021-04-27,0,2025-11-05T20:50:40Z [FAILED]
2021-04-28,0,2025-11-05T20:52:16Z [FAILED]
2021-04-29,0,2025-11-05T20:53:42Z [FAILED]
2021-04-30,0,2025-11-05T20:55:28Z [FAILED]
2021-05-01,0,2025-11-05T20:57:21Z [FAILED]
2021-05-02,0,2025-11-05T20:59:09Z [FAILED]
2021-05-03,0,2025-11-05T21:00:27Z [FAILED]
2021-05-04,0,2025-11-05T21:02:12Z [FAILED]
2021-05-05,0,2025-11-05T21:03:47Z [FAILED]
2021-05-06,0,2025-11-05T21:04:58Z [FAILED]
2021-05-07,0,2025-11-05T21:06:30Z [FAILED]
2021-05-08,0,2025-11-05T21:08:28Z [FAILED]
2021-05-09,0,2025-11-05T21:10:10Z [FAILED]
2021-05-10,0,2025-11-05T21:11:49Z [FAILED]
2021-05-11,0,2025-11-05T21:13:42Z [FAILED]
2021-05-12,0,2025-11-05T21:15:01Z [FAILED]
2021-05-13,0,2025-11-05T21:16:34Z [FAILED]
2021-05-14,0,2025-11-05T21:18:41Z [FAILED]
2021-05-15,0,2025-11-05T21:20:14Z [FAILED]
2021-05-16,0,2025-11-05T21:21:21Z [FAILED]
2021-05-17,0,2025-11-05T21:22:52Z [FAILED]
2021-05-18,0,2025-11-05T21:24:20Z [FAILED]
2021-05-19,0,2025-11-05T21:26:05Z [FAILED]
2021-05-20,0,2025-11-05T21:28:02Z [FAILED]
2021-05-21,0,2025-11-05T21:29:42Z [FAILED]
2021-05-22,0,2025-11-05T21:30:58Z [FAILED]
2021-05-23,0,2025-11-05T21:32:06Z [FAILED]
2021-05-24,0,2025-11-05T21:34:03Z [FAILED]
2021-05-25,0,2025-11-05T21:35:47Z [FAILED]
2021-05-26,0,2025-11-05T21:37:22Z [FAILED]
2021-05-27,0,2025-11-05T21:38:42Z [FAILED]
2021-05-28,0,2025-11-05T21:40:06Z [FAILED]
2021-05-29,0,2025-11-05T21:41:47Z [FAILED]
2021-05-30,0,2025-11-05T21:43:01Z [FAILED]
2021-05-31,0,2025-11-05T21:44:34Z [FAILED]
2021-06-01,0,2025-11-05T21:45:49Z [FAILED]
2021-06-02,0,2025-11-05T21:47:09Z [FAILED]
2021-06-03,0,2025-11-05T21:48:25Z [FAILED]
2021-06-04,0,2025-11-05T21:50:06Z [FAILED]
2021-06-05,0,2025-11-05T21:51:48Z [FAILED]
2021-06-06,0,2025-11-05T21:53:34Z [FAILED]
2021-06-07,0,2025-11-05T21:55:00Z [FAILED]
2021-06-08,0,2025-11-05T21:56:37Z [FAILED]
2021-06-09,0,2025-11-05T21:58:03Z [FAILED]
2021-06-10,0,2025-11-05T21:59:19Z [FAILED]
2021-06-11,0,2025-11-05T22:00:30Z [FAILED]
2021-06-12,0,2025-11-05T22:02:03Z [FAILED]
2021-06-13,0,2025-11-05T22:04:26Z [FAILED]
2021-06-14,0,2025-11-05T22:06:17Z [FAILED]
2021-06-15,0,2025-11-05T22:08:00Z [FAILED]
2021-06-16,0,2025-11-05T22:09:58Z [FAILED]
2021-06-17,0,2025-11-05T22:11:46Z [FAILED]
2021-06-18,0,2025-11-05T22:13:02Z [FAILED]
2021-06-19,0,2025-11-05T22:14:27Z [FAILED]
2021-06-20,0,2025-11-05T22:16:05Z [FAILED]
2021-06-21,0,2025-11-05T22:17:28Z [FAILED]
2021-06-22,0,2025-11-05T22:19:24Z [FAILED]
2021-06-23,0,2025-11-05T22:20:57Z [FAILED]
2021-06-24,0,2025-11-05T22:22:17Z [FAILED]
2021-06-25,0,2025-11-05T22:23:30Z [FAILED]
2021-06-26,0,2025-11-05T22:24:37Z [FAILED]
2021-06-27,0,2025-11-05T22:26:17Z [FAILED]
2021-06-28,0,2025-11-05T22:27:49Z [FAILED]
2021-06-29,0,2025-11-05T22:29:32Z [FAILED]
2021-06-30,0,2025-11-05T22:30:44Z [FAILED]
2021-07-01,0,2025-11-05T22:32:27Z [FAILED]
2021-07-02,0,2025-11-05T22:34:20Z [FAILED]
2021-07-03,0,2025-11-05T22:35:41Z [FAILED]
2021-07-04,0,2025-11-05T22:37:16Z [FAILED]
2021-07-05,0,2025-11-05T22:38:53Z [FAILED]
2021-07-06,0,2025-11-05T22:40:31Z [FAILED]
2021-07-07,0,2025-11-05T22:42:00Z [FAILED]
2021-07-08,0,2025-11-05T22:43:07Z [FAILED]
2021-07-09,0,2025-11-05T22:44:49Z [FAILED]
2021-07-10,0,2025-11-05T22:46:32Z [FAILED]
2021-07-11,0,2025-11-05T22:48:18Z [FAILED]
2021-07-12,0,2025-11-05T22:49:44Z [FAILED]
2021-07-13,0,2025-11-05T22:50:53Z [FAILED]
2021-07-14,0,2025-11-05T22:52:16Z [FAILED]
2021-07-15,0,2025-11-05T22:53:22Z [FAILED]
2021-07-16,0,2025-11-05T22:54:40Z [FAILED]
2021-07-17,0,2025-11-05T22:55:56Z [FAILED]
2021-07-18,0,2025-11-05T22:57:42Z [FAILED]
2021-07-19,0,2025-11-05T22:59:20Z [FAILED]
2021-07-20,0,2025-11-05T23:00:42Z [FAILED]
2021-07-21,0,2025-11-05T23:02:32Z [FAILED]
2021-07-22,0,2025-11-05T23:03:58Z [FAILED]
2021-07-23,0,2025-11-05T23:05:14Z [FAILED]
2021-07-24,0,2025-11-05T23:06:32Z [FAILED]
2021-07-25,0,2025-11-05T23:08:04Z [FAILED]
2021-07-26,0,2025-11-05T23:09:45Z [FAILED]
2021-07-27,0,2025-11-05T23:11:40Z [FAILED]
2021-07-28,0,2025-11-05T23:13:22Z [FAILED]
2021-07-29,0,2025-11-05T23:14:46Z [FAILED]
2021-07-30,0,2025-11-05T23:16:13Z [FAILED]
2021-07-31,0,2025-11-05T23:17:30Z [FAILED]
2021-08-01,0,2025-11-05T23:18:51Z [FAILED]
2021-08-02,0,2025-11-05T23:20:05Z [FAILED]
2021-08-03,0,2025-11-05T23:21:46Z [FAILED]
2021-08-04,0,2025-11-05T23:23:00Z [FAILED]
2021-08-05,0,2025-11-05T23:24:35Z [FAILED]
2021-08-06,0,2025-11-05T23:25:57Z [FAILED]
2021-08-07,0,2025-11-05T23:27:13Z [FAILED]
2021-08-08,0,2025-11-05T23:28:31Z [FAILED]
2021-08-09,0,2025-11-05T23:29:54Z [FAILED]
2021-08-10,0,2025-11-05T23:31:12Z [FAILED]
2021-08-11,0,2025-11-05T23:32:42Z [FAILED]
2021-08-12,0,2025-11-05T23:34:25Z [FAILED]
2021-08-13,0,2025-11-05T23:36:16Z [FAILED]
2021-08-14,0,2025-11-05T23:37:29Z [FAILED]
2021-08-15,0,2025-11-05T23:38:55Z [FAILED]
2021-08-16,0,2025-11-05T23:40:29Z [FAILED]
2021-08-17,0,2025-11-05T23:42:09Z [FAILED]
2021-08-18,0,2025-11-05T23:43:51Z [FAILED]
2021-08-19,0,2025-11-05T23:45:20Z [FAILED]
2021-08-20,0,2025-11-05T23:47:08Z [FAILED]
2021-08-21,0,2025-11-05T23:48:44Z [FAILED]
2021-08-22,0,2025-11-05T23:50:32Z [FAILED]
2021-08-23,0,2025-11-05T23:52:09Z [FAILED]
2021-08-24,0,2025-11-05T23:53:42Z [FAILED]
2021-08-25,0,2025-11-05T23:54:53Z [FAILED]
2021-08-26,0,2025-11-05T23:56:21Z [FAILED]
2021-08-27,0,2025-11-05T23:57:39Z [FAILED]
2021-08-28,0,2025-11-05T23:59:22Z [FAILED]
2021-08-29,0,2025-11-06T00:00:55Z [FAILED]
2021-08-30,0,2025-11-06T00:02:35Z [FAILED]
2021-08-31,0,2025-11-06T00:03:47Z [FAILED]
2021-09-01,0,2025-11-06T00:06:46Z [FAILED]
2021-09-02,0,2025-11-06T00:08:30Z [FAILED]
2021-09-03,0,2025-11-06T00:10:23Z [FAILED]
