week_start,records_count,timestamp
2020-09-13,0,2025-11-05T16:08:57Z [FAILED]
2020-09-20,0,2025-11-05T16:10:24Z [FAILED]
2020-09-27,0,2025-11-05T16:12:02Z [FAILED]
2020-10-04,0,2025-11-05T16:13:42Z [FAILED]
2020-10-11,0,2025-11-05T16:15:34Z [FAILED]
2020-10-18,0,2025-11-05T16:16:56Z [FAILED]
2020-10-25,0,2025-11-05T16:18:12Z [FAILED]
2020-11-01,0,2025-11-05T16:20:22Z [FAILED]
2020-11-08,0,2025-11-05T16:22:02Z [FAILED]
2020-11-15,0,2025-11-05T16:23:43Z [FAILED]
2020-11-22,0,2025-11-05T16:25:11Z [FAILED]
2020-11-29,0,2025-11-05T16:26:37Z [FAILED]
2020-12-06,0,2025-11-05T16:28:09Z [FAILED]
2020-12-13,0,2025-11-05T16:29:46Z [FAILED]
2020-12-20,0,2025-11-05T16:31:00Z [FAILED]
2020-12-27,0,2025-11-05T16:32:27Z [FAILED]
2021-01-03,0,2025-11-05T16:33:37Z [FAILED]
2021-01-10,0,2025-11-05T16:35:24Z [FAILED]
2021-01-17,0,2025-11-05T16:37:02Z [FAILED]
2021-01-24,0,2025-11-05T16:38:30Z [FAILED]
2021-01-31,0,2025-11-05T16:40:24Z [FAILED]
2021-02-07,0,2025-11-05T16:41:53Z [FAILED]
2021-02-14,0,2025-11-05T16:43:28Z [FAILED]
2021-02-21,0,2025-11-05T16:45:07Z [FAILED]
2021-02-28,0,2025-11-05T16:46:36Z [FAILED]
2021-03-07,0,2025-11-05T16:48:30Z [FAILED]
2021-03-14,0,2025-11-05T16:50:06Z [FAILED]
2021-03-21,0,2025-11-05T16:51:22Z [FAILED]
