date,permits_count,timestamp
2024-03-10,13,2025-11-05T17:26:22Z [SKIPPED]
2024-03-11,118,2025-11-05T17:26:26Z [SKIPPED]
2024-03-12,159,2025-11-05T17:26:30Z [SKIPPED]
2024-03-13,146,2025-11-05T17:26:33Z [SKIPPED]
2024-03-14,115,2025-11-05T17:26:36Z [SKIPPED]
2024-03-15,90,2025-11-05T17:26:40Z [SKIPPED]
2024-03-16,8,2025-11-05T17:26:43Z [SKIPPED]
2024-03-17,13,2025-11-05T17:26:46Z [SKIPPED]
2024-03-18,131,2025-11-05T17:26:50Z [SKIPPED]
2024-03-19,118,2025-11-05T17:26:54Z [SKIPPED]
2024-03-20,118,2025-11-05T17:26:57Z [SKIPPED]
2024-03-21,115,2025-11-05T17:27:01Z [SKIPPED]
2024-03-22,110,2025-11-05T17:27:04Z [SKIPPED]
2024-03-23,6,2025-11-05T17:27:08Z [SKIPPED]
2024-03-24,12,2025-11-05T17:27:12Z [SKIPPED]
2024-03-25,130,2025-11-05T17:27:15Z [SKIPPED]
2024-03-26,126,2025-11-05T17:27:19Z [SKIPPED]
2024-03-27,138,2025-11-05T17:27:22Z [SKIPPED]
2024-03-28,122,2025-11-05T17:27:26Z [SKIPPED]
2024-03-29,124,2025-11-05T17:27:29Z [SKIPPED]
2024-03-30,12,2025-11-05T17:27:33Z [SKIPPED]
2024-03-31,6,2025-11-05T17:27:36Z [SKIPPED]
2024-04-01,133,2025-11-05T17:27:40Z [SKIPPED]
2024-04-02,166,2025-11-05T17:27:43Z [SKIPPED]
2024-04-03,141,2025-11-05T17:27:47Z [SKIPPED]
2024-04-04,149,2025-11-05T17:27:51Z [SKIPPED]
2024-04-05,102,2025-11-05T17:27:54Z [SKIPPED]
2024-04-06,16,2025-11-05T17:27:58Z [SKIPPED]
2024-04-07,8,2025-11-05T17:28:01Z [SKIPPED]
2024-04-08,139,2025-11-05T17:28:04Z [SKIPPED]
2024-04-09,113,2025-11-05T17:28:08Z [SKIPPED]
2024-04-10,142,2025-11-05T17:28:11Z [SKIPPED]
2024-04-11,128,2025-11-05T17:28:15Z [SKIPPED]
2024-04-12,77,2025-11-05T17:28:18Z [SKIPPED]
2024-04-13,8,2025-11-05T17:28:22Z [SKIPPED]
2024-04-14,3,2025-11-05T17:28:25Z [SKIPPED]
2024-04-15,108,2025-11-05T17:28:29Z [SKIPPED]
2024-04-16,158,2025-11-05T17:28:32Z [SKIPPED]
2024-04-17,120,2025-11-05T17:28:35Z [SKIPPED]
2024-04-18,156,2025-11-05T17:28:39Z [SKIPPED]
2024-04-19,121,2025-11-05T17:28:42Z [SKIPPED]
2024-04-20,4,2025-11-05T17:28:45Z [SKIPPED]
2024-04-21,12,2025-11-05T17:28:49Z [SKIPPED]
2024-04-22,174,2025-11-05T17:28:52Z [SKIPPED]
2024-04-23,147,2025-11-05T17:28:55Z [SKIPPED]
2024-04-24,182,2025-11-05T17:28:59Z [SKIPPED]
2024-04-25,114,2025-11-05T17:29:02Z [SKIPPED]
2024-04-26,103,2025-11-05T17:29:05Z [SKIPPED]
2024-04-27,0,2025-11-05T17:30:24Z [FAILED]
2024-04-28,0,2025-11-05T17:32:27Z [FAILED]
2024-04-29,0,2025-11-05T17:33:51Z [FAILED]
2024-04-30,0,2025-11-05T17:35:21Z [FAILED]
2024-05-01,0,2025-11-05T17:37:12Z [FAILED]
2024-05-02,0,2025-11-05T17:38:54Z [FAILED]
2024-05-03,0,2025-11-05T17:40:47Z [FAILED]
2024-05-04,0,2025-11-05T17:42:24Z [FAILED]
2024-05-05,0,2025-11-05T17:43:44Z [FAILED]
2024-05-06,0,2025-11-05T17:45:24Z [FAILED]
2024-05-07,0,2025-11-05T17:47:20Z [FAILED]
2024-05-08,0,2025-11-05T17:48:33Z [FAILED]
2024-05-09,0,2025-11-05T17:49:43Z [FAILED]
2024-05-10,0,2025-11-05T17:51:29Z [FAILED]
2024-05-11,0,2025-11-05T17:52:56Z [FAILED]
2024-05-12,0,2025-11-05T17:54:30Z [FAILED]
2024-05-13,0,2025-11-05T17:55:43Z [FAILED]
2024-05-14,0,2025-11-05T17:57:31Z [FAILED]
2024-05-15,0,2025-11-05T17:58:41Z [FAILED]
2024-05-16,0,2025-11-05T18:00:31Z [FAILED]
2024-05-17,0,2025-11-05T18:02:15Z [FAILED]
2024-05-18,0,2025-11-05T18:04:15Z [FAILED]
2024-05-19,0,2025-11-05T18:05:40Z [FAILED]
2024-05-20,0,2025-11-05T18:07:48Z [FAILED]
2024-05-21,0,2025-11-05T18:09:32Z [FAILED]
2024-05-22,0,2025-11-05T18:11:08Z [FAILED]
2024-05-23,0,2025-11-05T18:12:44Z [FAILED]
2024-05-24,0,2025-11-05T18:14:30Z [FAILED]
2024-05-25,0,2025-11-05T18:15:51Z [FAILED]
2024-05-26,0,2025-11-05T18:17:20Z [FAILED]
2024-05-27,0,2025-11-05T18:18:40Z [FAILED]
2024-05-28,0,2025-11-05T18:20:31Z [FAILED]
2024-05-29,0,2025-11-05T18:22:11Z [FAILED]
2024-05-30,0,2025-11-05T18:23:47Z [FAILED]
2024-05-31,0,2025-11-05T18:25:36Z [FAILED]
2024-06-01,0,2025-11-05T18:27:18Z [FAILED]
2024-06-02,0,2025-11-05T18:29:06Z [FAILED]
2024-06-03,0,2025-11-05T18:30:43Z [FAILED]
2024-06-04,0,2025-11-05T18:32:22Z [FAILED]
2024-06-05,0,2025-11-05T18:34:09Z [FAILED]
2024-06-06,0,2025-11-05T18:35:51Z [FAILED]
2024-06-07,0,2025-11-05T18:37:11Z [FAILED]
2024-06-08,0,2025-11-05T18:38:37Z [FAILED]
2024-06-09,0,2025-11-05T18:40:03Z [FAILED]
2024-06-10,0,2025-11-05T18:41:30Z [FAILED]
2024-06-11,0,2025-11-05T18:42:48Z [FAILED]
2024-06-12,0,2025-11-05T18:44:27Z [FAILED]
2024-06-13,0,2025-11-05T18:46:20Z [FAILED]
2024-06-14,0,2025-11-05T18:47:55Z [FAILED]
2024-06-15,0,2025-11-05T18:49:14Z [FAILED]
2024-06-16,0,2025-11-05T18:50:59Z [FAILED]
2024-06-17,0,2025-11-05T18:52:51Z [FAILED]
2024-06-18,0,2025-11-05T18:54:27Z [FAILED]
2024-06-19,0,2025-11-05T18:56:02Z [FAILED]
2024-06-20,0,2025-11-05T18:57:27Z [FAILED]
2024-06-21,0,2025-11-05T18:58:58Z [FAILED]
2024-06-22,0,2025-11-05T19:00:22Z [FAILED]
2024-06-23,0,2025-11-05T19:01:35Z [FAILED]
2024-06-24,0,2025-11-05T19:03:24Z [FAILED]
2024-06-25,0,2025-11-05T19:05:04Z [FAILED]
2024-06-26,0,2025-11-05T19:06:22Z [FAILED]
2024-06-27,0,2025-11-05T19:07:40Z [FAILED]
2024-06-28,0,2025-11-05T19:09:06Z [FAILED]
2024-06-29,0,2025-11-05T19:10:29Z [FAILED]
2024-06-30,0,2025-11-05T19:11:58Z [FAILED]
2024-07-01,0,2025-11-05T19:13:35Z [FAILED]
2024-07-02,0,2025-11-05T19:14:51Z [FAILED]
2024-07-03,0,2025-11-05T19:16:31Z [FAILED]
2024-07-04,0,2025-11-05T19:17:58Z [FAILED]
2024-07-05,0,2025-11-05T19:19:23Z [FAILED]
2024-07-06,0,2025-11-05T19:20:49Z [FAILED]
2024-07-07,0,2025-11-05T19:22:39Z [FAILED]
2024-07-08,0,2025-11-05T19:24:16Z [FAILED]
2024-07-09,0,2025-11-05T19:26:01Z [FAILED]
2024-07-10,0,2025-11-05T19:27:22Z [FAILED]
2024-07-11,0,2025-11-05T19:29:03Z [FAILED]
2024-07-12,0,2025-11-05T19:30:55Z [FAILED]
2024-07-13,0,2025-11-05T19:32:12Z [FAILED]
2024-07-14,0,2025-11-05T19:33:44Z [FAILED]
2024-07-15,0,2025-11-05T19:35:55Z [FAILED]
2024-07-16,0,2025-11-05T19:37:33Z [FAILED]
2024-07-17,0,2025-11-05T19:38:46Z [FAILED]
2024-07-18,0,2025-11-05T19:40:28Z [FAILED]
2024-07-19,0,2025-11-05T19:42:15Z [FAILED]
2024-07-20,0,2025-11-05T19:43:35Z [FAILED]
2024-07-21,0,2025-11-05T19:45:27Z [FAILED]
2024-07-22,0,2025-11-05T19:47:25Z [FAILED]
2024-07-23,0,2025-11-05T19:48:33Z [FAILED]
2024-07-24,0,2025-11-05T19:50:14Z [FAILED]
2024-07-25,0,2025-11-05T19:51:48Z [FAILED]
2024-07-26,0,2025-11-05T19:53:16Z [FAILED]
2024-07-27,0,2025-11-05T19:55:00Z [FAILED]
2024-07-28,0,2025-11-05T19:56:14Z [FAILED]
2024-07-29,0,2025-11-05T19:57:45Z [FAILED]
2024-07-30,0,2025-11-05T19:59:10Z [FAILED]
2024-07-31,0,2025-11-05T20:00:42Z [FAILED]
2024-08-01,0,2025-11-05T20:02:39Z [FAILED]
2024-08-02,0,2025-11-05T20:04:09Z [FAILED]
2024-08-03,0,2025-11-05T20:05:51Z [FAILED]
2024-08-04,0,2025-11-05T20:07:39Z [FAILED]
2024-08-05,0,2025-11-05T20:09:03Z [FAILED]
2024-08-06,0,2025-11-05T20:10:27Z [FAILED]
2024-08-07,0,2025-11-05T20:11:53Z [FAILED]
2024-08-08,0,2025-11-05T20:13:30Z [FAILED]
2024-08-09,0,2025-11-05T20:15:16Z [FAILED]
2024-08-10,0,2025-11-05T20:17:09Z [FAILED]
2024-08-11,0,2025-11-05T20:18:55Z [FAILED]
2024-08-12,0,2025-11-05T20:20:20Z [FAILED]
2024-08-13,0,2025-11-05T20:21:47Z [FAILED]
2024-08-14,0,2025-11-05T20:23:02Z [FAILED]
2024-08-15,0,2025-11-05T20:24:35Z [FAILED]
2024-08-16,0,2025-11-05T20:26:04Z [FAILED]
2024-08-17,0,2025-11-05T20:27:35Z [FAILED]
2024-08-18,0,2025-11-05T20:28:49Z [FAILED]
2024-08-19,0,2025-11-05T20:30:30Z [FAILED]
2024-08-20,0,2025-11-05T20:32:06Z [FAILED]
2024-08-21,0,2025-11-05T20:33:26Z [FAILED]
2024-08-22,0,2025-11-05T20:36:24Z [FAILED]
2024-08-23,0,2025-11-05T20:37:48Z [FAILED]
2024-08-24,0,2025-11-05T20:39:27Z [FAILED]
2024-08-25,0,2025-11-05T20:41:20Z [FAILED]
2024-08-26,0,2025-11-05T20:43:15Z [FAILED]
2024-08-27,0,2025-11-05T20:44:52Z [FAILED]
2024-08-28,0,2025-11-05T20:46:38Z [FAILED]
2024-08-29,0,2025-11-05T20:47:56Z [FAILED]
