taxi,2023-01-01,11051,2025-11-05T04:18:51Z
taxi,2023-01-02,9522,2025-11-05T04:20:27Z
taxi,2023-01-03,13192,2025-11-05T04:22:12Z
taxi,2023-01-04,13040,2025-11-05T04:23:47Z
taxi,2023-01-05,13566,2025-11-05T04:25:53Z
taxi,2023-01-06,13303,2025-11-05T04:27:22Z
taxi,2023-01-07,9993,2025-11-05T04:29:00Z
taxi,2023-01-08,9064,2025-11-05T04:30:58Z
taxi,2023-01-09,13331,2025-11-05T04:32:54Z
taxi,2023-01-10,14255,2025-11-05T04:34:34Z
taxi,2023-01-11,15054,2025-11-05T04:36:24Z
taxi,2023-01-12,16530,2025-11-05T04:38:29Z
taxi,2023-01-13,15987,2025-11-05T04:40:05Z
taxi,2023-01-14,11183,2025-11-05T04:41:39Z
taxi,2023-01-15,9674,2025-11-05T04:43:27Z
taxi,2023-01-16,11946,2025-11-05T04:45:01Z
taxi,2023-01-17,15838,2025-11-05T04:46:51Z
taxi,2023-01-18,15734,2025-11-05T04:48:32Z
taxi,2023-01-19,16655,2025-11-05T04:50:15Z
taxi,2023-01-20,15238,2025-11-05T04:51:58Z
taxi,2023-01-21,10370,2025-11-05T04:53:50Z
taxi,2023-01-22,9215,2025-11-05T04:55:39Z
taxi,2023-01-23,14312,2025-11-05T04:57:35Z
taxi,2023-01-24,15336,2025-11-05T04:59:05Z
taxi,2023-01-25,15860,2025-11-05T05:01:13Z
taxi,2023-01-26,17816,2025-11-05T05:03:03Z
taxi,2023-01-27,16144,2025-11-05T05:04:57Z
taxi,2023-01-28,10802,2025-11-05T05:06:54Z
taxi,2023-01-29,9534,2025-11-05T05:08:45Z
taxi,2023-01-30,14565,2025-11-05T05:10:46Z
taxi,2023-01-31,16368,2025-11-05T05:12:39Z
taxi,2023-02-01,16389,2025-11-05T05:15:15Z
taxi,2023-02-02,17195,2025-11-05T05:17:23Z
taxi,2023-02-03,15538,2025-11-05T05:19:25Z
taxi,2023-02-04,11165,2025-11-05T05:21:10Z
taxi,2023-02-05,10248,2025-11-05T05:22:45Z
taxi,2023-02-06,14969,2025-11-05T05:24:55Z
taxi,2023-02-07,16414,2025-11-05T05:27:41Z
taxi,2023-02-08,16546,2025-11-05T05:30:02Z
taxi,2023-02-09,17890,2025-11-05T05:31:54Z
taxi,2023-02-10,15917,2025-11-05T05:33:53Z
taxi,2023-02-11,11352,2025-11-05T05:35:35Z
taxi,2023-02-12,9917,2025-11-05T05:37:17Z
taxi,2023-02-13,14435,2025-11-05T05:38:43Z
taxi,2023-02-14,17029,2025-11-05T05:40:06Z
taxi,2023-02-15,18672,2025-11-05T05:41:53Z
taxi,2023-02-16,19350,2025-11-05T05:44:02Z
taxi,2023-02-17,18887,2025-11-05T05:45:43Z
taxi,2023-02-18,12488,2025-11-05T05:47:37Z
taxi,2023-02-19,11349,2025-11-05T05:49:27Z
taxi,2023-02-20,13778,2025-11-05T05:51:14Z
taxi,2023-02-21,17807,2025-11-05T05:52:52Z
taxi,2023-02-22,21581,2025-11-05T05:54:52Z
taxi,2023-02-23,22051,2025-11-05T05:57:12Z
taxi,2023-02-24,21899,2025-11-05T05:59:11Z
taxi,2023-02-25,16044,2025-11-05T06:01:32Z
taxi,2023-02-26,12496,2025-11-05T06:04:12Z
taxi,2023-02-27,17133,2025-11-05T06:06:14Z
taxi,2023-02-28,18206,2025-11-05T06:07:41Z
taxi,2023-03-01,19254,2025-11-05T06:09:52Z
taxi,2023-03-02,21047,2025-11-05T06:11:22Z
taxi,2023-03-03,19183,2025-11-05T06:13:02Z
taxi,2023-03-04,15499,2025-11-05T06:14:48Z
taxi,2023-03-05,14466,2025-11-05T06:16:31Z
taxi,2023-03-06,19001,2025-11-05T06:18:31Z
taxi,2023-03-07,19812,2025-11-05T06:21:28Z
taxi,2023-03-08,18694,2025-11-05T06:23:22Z
taxi,2023-03-09,20308,2025-11-05T06:25:42Z
taxi,2023-03-10,19796,2025-11-05T06:27:30Z
taxi,2023-03-11,18217,2025-11-05T06:29:42Z
taxi,2023-03-12,13213,2025-11-05T06:31:17Z
taxi,2023-03-13,18632,2025-11-05T06:33:21Z
taxi,2023-03-14,20138,2025-11-05T06:35:34Z
taxi,2023-03-15,20928,2025-11-05T06:37:16Z
taxi,2023-03-16,22702,2025-11-05T06:39:20Z
taxi,2023-03-17,20633,2025-11-05T06:41:00Z
taxi,2023-03-18,16169,2025-11-05T06:42:38Z
taxi,2023-03-19,15449,2025-11-05T06:44:25Z
taxi,2023-03-20,22043,2025-11-05T06:46:15Z
taxi,2023-03-21,21964,2025-11-05T06:47:57Z
taxi,2023-03-22,22464,2025-11-05T06:49:35Z
taxi,2023-03-23,21451,2025-11-05T06:51:12Z
taxi,2023-03-24,18897,2025-11-05T06:52:58Z
taxi,2023-03-25,13802,2025-11-05T06:54:36Z
taxi,2023-03-26,13506,2025-11-05T06:56:20Z
taxi,2023-03-27,18268,2025-11-05T06:58:06Z
taxi,2023-03-28,18716,2025-11-05T07:00:08Z
taxi,2023-03-29,19968,2025-11-05T07:01:50Z
taxi,2023-03-30,21085,2025-11-05T07:03:49Z
taxi,2023-03-31,19911,2025-11-05T07:05:27Z
