week_start,records_count,timestamp
2022-04-24,0,2025-11-05T16:09:36Z [FAILED]
2022-05-01,0,2025-11-05T16:11:24Z [FAILED]
2022-05-08,0,2025-11-05T16:13:05Z [FAILED]
2022-05-15,0,2025-11-05T16:14:14Z [FAILED]
2022-05-22,0,2025-11-05T16:15:46Z [FAILED]
2022-05-29,0,2025-11-05T16:17:32Z [FAILED]
2022-06-05,0,2025-11-05T16:18:58Z [FAILED]
2022-06-12,0,2025-11-05T16:20:51Z [FAILED]
2022-06-19,0,2025-11-05T16:22:26Z [FAILED]
2022-06-26,0,2025-11-05T16:23:56Z [FAILED]
2022-07-03,0,2025-11-05T16:25:42Z [FAILED]
2022-07-10,0,2025-11-05T16:27:18Z [FAILED]
2022-07-17,0,2025-11-05T16:28:38Z [FAILED]
2022-07-24,0,2025-11-05T16:30:15Z [FAILED]
2022-07-31,0,2025-11-05T16:31:54Z [FAILED]
2022-08-07,0,2025-11-05T16:33:45Z [FAILED]
2022-08-14,0,2025-11-05T16:35:25Z [FAILED]
2022-08-21,0,2025-11-05T16:36:53Z [FAILED]
2022-08-28,0,2025-11-05T16:38:19Z [FAILED]
2022-09-04,0,2025-11-05T16:39:57Z [FAILED]
2022-09-11,0,2025-11-05T16:41:10Z [FAILED]
2022-09-18,0,2025-11-05T16:42:37Z [FAILED]
2022-09-25,0,2025-11-05T16:44:11Z [FAILED]
2022-10-02,0,2025-11-05T16:45:41Z [FAILED]
2022-10-09,0,2025-11-05T16:47:14Z [FAILED]
2022-10-16,0,2025-11-05T16:48:53Z [FAILED]
2022-10-23,0,2025-11-05T16:50:23Z [FAILED]
2022-10-30,0,2025-11-05T16:52:01Z [FAILED]
