week_start,records_count,timestamp
2020-03-01,0,2025-11-05T16:09:12Z [FAILED]
2020-03-08,0,2025-11-05T16:11:07Z [FAILED]
2020-03-15,0,2025-11-05T16:12:23Z [FAILED]
2020-03-22,0,2025-11-05T16:14:01Z [FAILED]
2020-03-29,0,2025-11-05T16:15:37Z [FAILED]
2020-04-05,0,2025-11-05T16:16:54Z [FAILED]
2020-04-12,0,2025-11-05T16:18:30Z [FAILED]
2020-04-19,0,2025-11-05T16:20:11Z [FAILED]
2020-04-26,0,2025-11-05T16:21:33Z [FAILED]
2020-05-03,0,2025-11-05T16:23:15Z [FAILED]
2020-05-10,0,2025-11-05T16:24:59Z [FAILED]
2020-05-17,0,2025-11-05T16:26:18Z [FAILED]
2020-05-24,0,2025-11-05T16:27:32Z [FAILED]
2020-05-31,0,2025-11-05T16:29:04Z [FAILED]
2020-06-07,0,2025-11-05T16:30:22Z [FAILED]
2020-06-14,0,2025-11-05T16:31:57Z [FAILED]
2020-06-21,0,2025-11-05T16:33:03Z [FAILED]
2020-06-28,0,2025-11-05T16:34:48Z [FAILED]
2020-07-05,0,2025-11-05T16:36:34Z [FAILED]
2020-07-12,0,2025-11-05T16:37:57Z [FAILED]
2020-07-19,0,2025-11-05T16:39:36Z [FAILED]
2020-07-26,0,2025-11-05T16:41:11Z [FAILED]
2020-08-02,0,2025-11-05T16:42:46Z [FAILED]
2020-08-09,0,2025-11-05T16:44:33Z [FAILED]
2020-08-16,0,2025-11-05T16:46:01Z [FAILED]
2020-08-23,0,2025-11-05T16:47:24Z [FAILED]
2020-08-30,0,2025-11-05T16:48:46Z [FAILED]
2020-09-06,0,2025-11-05T16:50:09Z [FAILED]
